gocd-websocket-notifier.conf	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant3	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
Config file %s was not found in %s. Using default values.	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant4	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
port	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant5	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
port	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant6	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
host	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant7	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
host	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant8	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goHttpPort	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant9	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goHttpPort	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant10	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goUser	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant11	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goUser	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant12	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goPassword	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant13	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
goPassword	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>/$stringconstant14	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <init>()>
notify called with request name \'	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>/$stringconstant0	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>
\' and requestBody \'	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>/$stringconstant1	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>
\'	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>/$stringconstant2	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void notify(com.thoughtworks.go.plugin.api.request.GoPluginApiRequest)>
\'	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>/$stringconstant4	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>
x-pipeline-instance-details	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String mergeInPipelineInstanceDetails(com.google.gson.JsonElement,com.google.gson.JsonElement)>/$stringconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String mergeInPipelineInstanceDetails(com.google.gson.JsonElement,com.google.gson.JsonElement)>
http://localhost:	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
/go/api/pipelines/	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant1	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
/history	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant2	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
:	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant3	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
"<<\\""Basic \\"">>"	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant4	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
Authorization	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant5	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
pipelines	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>/$stringconstant6	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: com.google.gson.JsonElement downloadPipelineInstanceDetails(java.lang.String)>
pipeline-name	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>/$stringconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>
pipeline	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>/$stringconstant1	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>
name	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>/$stringconstant2	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>
Failed to download pipeline instance details for requestBody \'	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>/$stringconstant3	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: java.lang.String extendMessageToIncludePipelineDetails(java.lang.String)>
<class com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer>	<com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer: void <init>(int)>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer: void <init>(int)>
<class com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer>	<com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer: void <init>(java.lang.String,int)>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer: void <init>(java.lang.String,int)>
<class com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin>	<com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin: void <clinit>()>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin: void <clinit>()>
<class com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin>	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <clinit>()>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.PluginConfig: void <clinit>()>
<class com.matt_richardson.gocd.websocket_notifier.GoNotificationPlugin>	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: void <clinit>()>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.PipelineDetailsPopulator: void <clinit>()>
<class com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener>	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void <init>(com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer,com.matt_richardson.gocd.websocket_notifier.PluginConfig)>/$classconstant0	<com.matt_richardson.gocd.websocket_notifier.WebSocketPipelineListener: void <init>(com.matt_richardson.gocd.websocket_notifier.PipelineWebSocketServer,com.matt_richardson.gocd.websocket_notifier.PluginConfig)>
